CPFA,MUN_CODE,MUN_NAME,RUVI_CODE,RUVI_NAME,COMMENT_,ACRES,JURSCODE,STATE_ELIGIBLE,TC_ID,TC_Percent_Change,LowVeg_Percent_Change,Barren_Percent_Change,Water_Percent_Change,Building_Percent_Change,Road_Percent_Change,Shrub_Percent_Change,Wetlands_Percent_Change,Imperv_Percent_Change,TC_Change_Acres,LowVeg_Change_Acres,Barren_Change_Acres,Water_Change_Acres,Buildings_Change_Acres,Road_Change_Acres,Shrub_Change_Acres,Wetlands_Change_Acres,Impervious_Change_Acres,Forest_Change,Forest_Change_Acres,NonForest_Change_Acres
IN,MUN,EMMITSBURG, , ,NO,938.7346193,FRED,YES,2728,0.028053531,-0.238455016,-0.00063758,0,0,-0.003187901,0,0,0.214226966,0.01087262,-0.09241727,-0.000247105,0,0,-0.001235525,0,0,0.08302728,0,0,0
IN,MUN,LAUREL, , ,NO,2260.727761,PRIN,YES,2729,-1.271612191,1.098110701,0,0,0,0,-0.013726384,0,0.187227874,-0.57229518,0.49421,0,0,0,0,-0.006177625,0,0.084262805,-614.6206545,-0.151875837,-0.420419343
IN,MUN,DENTON, , ,NO,847.6610305,CARO,YES,2730,-1.060944137,0.247516683,0.454639112,-0.000978069,0.034330225,-0.005411982,0,0,0.330848168,-8.04129091,1.87602116,3.445879225,-0.00741315,0.260201565,-0.04101943,0,0,2.50762154,-307.3103272,-0.075937918,-7.965352992
IN,MUN,DENTON, , ,NO,847.6610305,CARO,YES,2731,-1.502642417,-2.000313624,0,0,1.463026798,-0.005227061,0,0,2.045156303,-1.34968751,-1.796700455,0,0,1.31410439,-0.004694995,0,0,1.83697857,-148.4084019,-0.036672458,-1.313015052
IN,MUN,FROSTBURG, , ,NO,17.09287077,ALLE,YES,2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,FROSTBURG, , ,NO,17.09287077,ALLE,YES,2733,0.377439879,-0.285775909,0,0,0.107839965,0,0,0,-0.199503936,0.01729735,-0.013096565,0,0,0.0049421,0,0,0,-0.009142885,2.05E-12,1.00E-15,0.01729735
IN,MUN,FROSTBURG, , ,NO,12.18787118,ALLE,YES,2734,0.203509807,-0.203509807,0,0,0,0,0,0,0,0.017050245,-0.017050245,0,0,0,0,0,0,0,0,0,0
IN,MUN,FROSTBURG, , ,NO,12.18787118,ALLE,YES,2735,-0.11676938,-0.032435939,0,0,0.181641259,0,0,0,-0.032435939,-0.00444789,-0.001235525,0,0,0.00691894,0,0,0,-0.001235525,0,0,0
IN,MUN,BEL AIR, , ,NO,1943.553593,HARF,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,MUN,BEL AIR, , ,NO,1943.553593,HARF,YES,2737,0.423507949,-0.430023456,0,0,-0.032577535,0,0,0,0.039093041,0.016061825,-0.01630893,0,0,-0.001235525,0,0,0,0.00148263,0,0,0
IN,MUN,BARCLAY, , ,NO,99.5159029,QUEE,YES,2738,-0.017871552,-1.48360962,-0.035743105,0,0.264011568,-0.000270781,0,0,1.27348349,-0.01630893,-1.353888295,-0.03261786,0,0.240927375,-0.000247105,0,0,1.162134815,1.00E-10,2.50E-14,-0.01630893
IN,MUN,BARCLAY, , ,NO,99.5159029,QUEE,YES,2739,0,-0.349964106,0,0,0,0,0,0,0.349964106,0,-0.028911285,0,0,0,0,0,0,0.028911285,0,0,0
IN,MUN,WILLARDS, , ,NO,639.5084062,WICO,YES,2740,0.17737026,-0.861012471,0.140704885,0,0.143079481,-0.005755377,0,0,0.405613223,1.088991735,-5.286317265,0.86387908,0,0.878458275,-0.035336015,0,0,2.49032419,-91.44356079,-0.022596161,1.111587896
IN,MUN,WILLARDS, , ,NO,639.5084062,WICO,YES,2741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02E-10,2.50E-14,-2.50E-14
IN,MUN,CAPITOL HEIGHTS, , ,NO,26.75355719,PRIN,YES,2742,-6.170069346,2.342631837,-3.130280617,0,0,-0.000923387,-0.010157253,0,6.968798766,-1.65115561,0.626905385,-0.83768595,0,0,-0.000247105,-0.002718155,0,1.864901435,0,0,0
IN,MUN,BROOKEVILLE, , ,NO,83.87770632,MONT,YES,2743,-3.697899329,3.320833198,0,0,0.04448202,-0.140221467,0,0,0.472805578,-3.101909065,2.785614665,0,0,0.037312855,-0.11762198,0,0,0.396603525,-4174.923226,-1.031644404,-2.070264661
IN,MUN,GAITHERSBURG, , ,NO,19.50832789,MONT,YES,2744,-0.259308606,0.296557356,0,0,0,-0.025787596,0,0,-0.011461154,-0.044726005,0.051150735,0,0,0,-0.00444789,0,0,-0.00197684,1.00E-11,2.00E-15,-0.044726005
IN,MUN,GAITHERSBURG, , ,NO,19.50832789,MONT,YES,2745,-0.050795801,0,0,0,0,-0.440230274,0,0,0.491026075,-0.000741315,0,0,0,0,-0.00642473,0,0,0.007166045,0,0,0
IN,MUN,GAITHERSBURG, , ,NO,19.50832789,MONT,YES,2746,-1.546551191,1.546551191,0,0,0,0,0,0,0,-0.01235525,0.01235525,0,0,0,0,0,0,0,-11.99259814,-0.002963431,-0.009391819
IN,MUN,BARNESVILLE, , ,NO,303.4957496,MONT,YES,2747,-0.922018786,0.957027004,0,0,0,-0.053000815,0,0,0.017992596,-2.798464125,2.904719275,0,0,0,-0.160865355,0,0,0.054610205,-1263.720029,-0.312271538,-2.486192587
IN,,, , ,NO,32.54858712,MONT,YES,2748,-0.728791042,0.803947618,0,0,0,-0.075156576,0,0,0,-0.2372208,0.261684195,0,0,0,-0.024463395,0,0,0,-751.0364583,-0.185584864,-0.051635936
IN,MUN,POOLESVILLE, , ,NO,2582.190605,MONT,YES,2749,-2.992847877,1.653343083,0.23275377,-0.001380206,0.308777535,0.182074668,-0.001646023,0,0.618925051,-72.33628218,39.96083218,5.62559243,-0.033359175,7.46306521,4.400692945,-0.039783905,0,14.95924249,-102569.6937,-25.34548416,-46.99079801
IN,MUN,CENTREVILLE, , ,NO,41.87001487,QUEE,YES,2750,-0.127462204,-6.607971109,0.299182118,0,0.178801147,-0.002360411,0,0,6.259810459,-0.05337468,-2.76708179,0.125282235,0,0.074872815,-0.00098842,0,0,2.62128984,1.00E-11,2.00E-15,-0.05337468
IN,MUN,HAVRE DE GRACE, , ,NO,120.0264481,HARF,YES,2751,0.988456003,-0.970749855,0,0,-0.091413136,-0.035412296,-0.001647084,0,0.110766367,1.186351105,-1.165100075,0,0,-0.10971462,-0.04250206,-0.00197684,0,0.13294249,2.00E-11,5.00E-15,1.186351105
IN,MUN,HAVRE DE GRACE, , ,NO,0.00000374,HARF,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,MUN,HAVRE DE GRACE, , ,NO,0.65164912,HARF,YES,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02E-12,0,0
IN,MUN,HAVRE DE GRACE, , ,NO,3502.471724,HARF,YES,2754,0.598952466,-3.159363573,1.137503706,0,1.239490068,0.241921138,-0.10222354,0,0.043719735,1.87206748,-9.87481001,3.55534674,0,3.87411219,0.7561413,-0.319506765,0,0.136649065,70.45651405,0.017410157,1.854657323
IN,MUN,BEL AIR, , ,NO,1943.553593,HARF,YES,2755,0.56715169,-1.668913579,0,0,1.152898517,-0.023243922,0,0,-0.027892706,0.03014681,-0.088710695,0,0,0.06128204,-0.001235525,0,0,-0.00148263,0,0,0
IN,MUN,BEL AIR, , ,NO,1.83491603,HARF,YES,2756,0.255892256,-0.067340067,0,0,0,0,0,0,-0.188552189,0.004694995,-0.001235525,0,0,0,0,0,0,-0.00345947,0,0,0
IN,MUN,GOLDSBORO, , ,NO,488.8396008,CARO,YES,2757,0.481378366,-0.208554127,0,-0.007428889,-0.001022324,0,-0.160504892,0,-0.103868134,1.745302615,-0.7561413,0,-0.026934445,-0.003706575,0,-0.581932275,0,-0.37658802,1.02E-10,2.50E-14,1.745302615
IN,MUN,GOLDSBORO, , ,NO,488.8396008,CARO,YES,2758,0.119344817,-0.649940132,0.151822258,0,-0.012717071,-0.008804126,0,0,0.400294253,0.15073405,-0.82088281,0.19175348,0,-0.016061825,-0.011119725,0,0,0.50557683,2.04E-10,5.00E-14,0.15073405
IN,MUN,GRANTSVILLE, , ,NO,580.2269964,GARR,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,MUN,GRANTSVILLE, , ,NO,580.2269964,GARR,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,MUN,GRANTSVILLE, , ,NO,580.2269964,GARR,YES,2761,0.041234191,0.002577137,0,0,0,0,0,0,-0.043811328,0.01581472,0.00098842,0,0,0,0,0,0,-0.01680314,0,0,0.01581472
IN,MUN,GRANTSVILLE, , ,NO,580.2269964,GARR,YES,2762,0.148876853,-1.211863129,0,0,0.120654016,-0.0093152,0,0,0.95164746,0.663476925,-5.40072688,0,0,0.53770048,-0.04151364,0,0,4.241063115,113.9296823,0.028152594,0.635324331
IN,MUN,GRANTSVILLE, , ,NO,580.2269964,GARR,YES,2763,-0.349225357,-0.130284957,0,0,-0.003854585,0,0,0,0.483364898,-0.335815695,-0.125282235,0,0,-0.003706575,0,0,0,0.464804505,1.00E-11,2.00E-15,-0.335815695
IN,MUN,BERLIN, , ,NO,2001.329352,WORC,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,MUN,BERLIN, , ,NO,2001.329352,WORC,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,MUN,BERLIN, , ,NO,2001.329352,WORC,YES,2766,0.114273975,-1.73080133,0,0,0.528035643,-0.079285595,0,0,1.167777307,0.08796938,-1.33239016,0,0,0.406487725,-0.061034935,0,0,0.89896799,-367.2733179,-0.090755073,0.178724453
IN,MUN,SNOW HILL, , ,NO,936.0510408,WORC,YES,2767,0.488394139,-0.485594173,0,0,0,0,-0.002799966,0,0,0.301715205,-0.29998547,0,0,0,0,-0.001729735,0,0,52.46761684,0.01296501,0.288750195
IN,MUN,SNOW HILL, , ,NO,936.0510408,WORC,YES,2768,1.380736393,-1.300693703,0,0,0,0,0,0,-0.080042689,0.153452205,-0.144556425,0,0,0,0,0,0,-0.00889578,0,0,0
IN,MUN,CHURCH HILL, , ,NO,373.5546686,QUEE,YES,2769,-0.350825719,-3.064223705,0.308741451,-0.000592736,0.157964188,-0.002889589,2.740441574,0,0.211384535,-1.170042175,-10.21952149,1.029686535,-0.00197684,0.52682786,-0.009637095,9.139672635,0,0.704990565,2.04E-10,5.00E-14,-1.170042175
IN,MUN,CHURCH HILL, , ,NO,373.5546686,QUEE,YES,2770,0.53649392,-0.825707309,0,0,0.003083298,0,-0.006783256,0,0.292913347,0.21498135,-0.330873595,0,0,0.001235525,0,-0.002718155,0,0.117374875,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,0.82200777,SOME,YES,2771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,CRISFIELD, , ,NO,17.00849326,SOME,YES,2772,0.020030379,0.056752742,0,0,-0.008345991,0,0,0,-0.06843713,0.00296526,0.00840157,0,0,-0.001235525,0,0,0,-0.010131305,0,0,0
IN,MUN,ANNAPOLIS, , ,NO,4560.161115,ANNE,YES,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,ANNAPOLIS, , ,NO,4560.161115,ANNE,YES,2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,BARTON, , ,NO,6.09789083,ALLE,YES,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66E-13,0,0
IN,MUN,BARTON, , ,NO,1.30144762,ALLE,YES,2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,BARTON, , ,NO,1.30144762,ALLE,YES,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,BARTON, , ,NO,119.2116326,ALLE,YES,2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,BARTON, , ,NO,119.2116326,ALLE,YES,2779,0.049121217,0.053990993,0,-0.003175941,0.003175941,-0.013974139,0,0,-0.089138071,0.05732836,0.063011775,0,-0.003706575,0.003706575,-0.01630893,0,0,-0.104031205,0,0,0.05732836
IN,MUN,BARTON, , ,NO,119.2116326,ALLE,YES,2780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,BARTON, , ,NO,5.01673406,ALLE,YES,2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,BARTON, , ,NO,1.22206377,ALLE,YES,2782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,BARTON, , ,NO,1.22206377,ALLE,YES,2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,BARTON, , ,NO,6.09789083,ALLE,YES,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,BARTON, , ,NO,6.09789083,ALLE,YES,2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,CUMBERLAND, , ,NO,437.3567105,ALLE,YES,2786,0.042950391,-0.025323997,0,-0.000780916,-0.001115595,-0.00200807,0,0,-0.013721813,0.095135425,-0.056092835,0,-0.001729735,-0.00247105,-0.00444789,0,0,-0.030393915,0,0,0.095135425
IN,MUN,CUMBERLAND, , ,NO,437.3567105,ALLE,YES,2787,0.130405413,-0.083235062,0,0,-0.007441924,-0.00297677,0,0,-0.036751657,0.281452595,-0.179645335,0,0,-0.016061825,-0.00642473,0,0,-0.079320705,9.90E-10,2.45E-13,0.281452595
IN,MUN,SUDLERSVILLE, , ,NO,479.8614272,QUEE,YES,2788,0.02854017,-0.063026209,0,0,0.008324216,0,0,0,0.026161823,0.01186104,-0.02619313,0,0,0.00345947,0,0,0,0.01087262,0,0,0.01186104
IN,MUN,SUDLERSVILLE, , ,NO,479.8614272,QUEE,YES,2789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,LAUREL, , ,NO,2260.727761,PRIN,YES,2790,-6.801416779,-0.506410632,0,0,1.690474797,0.087816873,-0.024881447,0,5.554417189,-2.29659387,-0.17099666,0,0,0.57081255,0.0296526,-0.00840157,0,1.87552695,-1734.429505,-0.428586203,-1.868007667
IN,MUN,TANEYTOWN, , ,NO,1876.811544,CARR,YES,2791,0.387882114,-0.750196435,0,0,0.094787912,0,0,0,0.26752641,0.15369931,-0.297267315,0,0,0.03755996,0,0,0,0.106008045,0,0,0
IN,MUN,BERLIN, , ,NO,2001.329352,WORC,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,MUN,BERLIN, , ,NO,2001.329352,WORC,YES,2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,BERLIN, , ,NO,2001.329352,WORC,YES,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90E-14,0,0
IN,MUN,BERLIN, , ,NO,2001.329352,WORC,YES,2795,0.146594646,-0.365496111,0,0,0,0,0,0,0.218901465,0.10971462,-0.273545235,0,0,0,0,0,0,0.163830615,2.04E-10,5.00E-14,0.10971462
IN,MUN,HAMPSTEAD, , ,NO,148.5437122,CARR,YES,2796,1.353350318,-1.707632255,0,0,0.234741,-0.021036533,0,0,0.14057747,2.00303313,-2.52738994,0,0,0.34742963,-0.03113523,0,0,0.20806241,74.95373835,0.018521444,1.984511686
IN,MUN,HAMPSTEAD, , ,NO,148.5437122,CARR,YES,2797,0.834105653,-0.741427247,0,0,0,-0.092678406,0,0,0,0.00444789,-0.00395368,0,0,0,-0.00049421,0,0,0,0,0,0
IN,MUN,CHEVERLY, , ,NO,8.59532091,PRIN,YES,2798,-1.848859494,-0.533613919,0,0,0.770358123,-0.011273534,0,0,1.623388824,-0.12157566,-0.03508891,0,0,0.050656525,-0.000741315,0,0,0.10674936,0,0,0
IN,MUN,CHEVERLY, , ,NO,8.59532091,PRIN,YES,2799,-8.646202764,7.386572092,0,0,0,0,0,0,1.259630671,-0.174703235,0.14925142,0,0,0,0,0,0,0.025451815,0,0,0
IN,MUN,POCOMOKE CITY, , ,NO,1748.867606,WORC,YES,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95E-13,0,0
IN,MUN,POCOMOKE CITY, , ,NO,1748.867606,WORC,YES,2801,0,2.915701912,0,0,0,0,0,0,-2.915701912,0,0.0840157,0,0,0,0,0,0,-0.0840157,1.93E-12,0,0
IN,MUN,HAGERSTOWN, , ,NO,7738.188118,WASH,YES,2802,0.075190728,-0.252714202,0,0,0,0,0,0,0.177523474,0.050656525,-0.170255345,0,0,0,0,0,0,0.11959882,1.02E-12,0,0.050656525
IN,MUN,HAGERSTOWN, , ,NO,7738.188118,WASH,YES,2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,HAGERSTOWN, , ,NO,7738.188118,WASH,YES,2804,0.093283582,-0.093283582,0,0,0,0,0,0,0,0.000247105,-0.000247105,0,0,0,0,0,0,0,0,0,0
IN,MUN,HAGERSTOWN, , ,NO,7738.188118,WASH,YES,2805,0.270855905,-0.201910765,-0.059095834,0,-0.009849306,0,0,0,0,0.013590775,-0.010131305,-0.00296526,0,-0.00049421,0,0,0,0,0,0,0
IN,MUN,HAGERSTOWN, , ,NO,7738.188118,WASH,YES,2806,-2.093652366,-3.93393279,-0.802026976,0,5.124590414,0,0,0,1.705021718,-0.271568395,-0.510271825,-0.104031205,0,0.66471245,0,0,0,0.221158975,0,0,0
IN,MUN,HAGERSTOWN, , ,NO,7738.188118,WASH,YES,2807,0.140863107,-0.140863107,0,0,0,0,0,0,0,0.002718155,-0.002718155,0,0,0,0,0,0,0,0,0,0
IN,MUN,HAGERSTOWN, , ,NO,7738.188118,WASH,YES,2808,0.018562407,-0.64095569,0.402799541,0.011615739,0.036793223,0.009535758,0,0,0.161649022,1.36945591,-47.28700122,29.7168473,0.85696014,2.714448425,0.703507935,0,0,11.92578151,256.3417852,0.063343337,1.306112573
IN,MUN,HAGERSTOWN, , ,NO,7738.188118,WASH,YES,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,HAGERSTOWN, , ,NO,7738.188118,WASH,YES,2810,0.642965204,-0.378214826,0,0,-0.264750378,0,0,0,0,0.004200785,-0.00247105,0,0,-0.001729735,0,0,0,0,0,0,0
IN,MUN,LAUREL, , ,NO,84.03168064,PRIN,YES,2811,-0.132793307,-0.232388288,0,0,0,0,0,0,0.365181595,-0.0049421,-0.008648675,0,0,0,0,0,0,0.013590775,0,0,0
IN,MUN,MOUNT AIRY, , ,NO,806.8046807,FRED,YES,2812,0.116385674,-0.231720044,0.109366666,-0.000371049,0.013234078,-0.014038017,0,0,0.007142691,0.93010322,-1.85180487,0.874010385,-0.00296526,0.10576094,-0.11218567,0,0,0.057081255,25.48427104,0.006297291,0.923805929
IN,MUN,MOUNT AIRY, , ,NO,806.8046807,FRED,YES,2813,0.012863804,-0.012863804,0,0,0,0,0,0,0,0.00098842,-0.00098842,0,0,0,0,0,0,0,0,0,0.00098842
IN,MUN,SNOW HILL, , ,NO,936.0510408,WORC,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,MUN,RISING SUN, , ,NO,623.2758915,CECI,YES,2815,-0.029949087,-0.329439952,0,0,0.359389039,0,0,0,0,-0.000247105,-0.002718155,0,0,0.00296526,0,0,0,0,0,0,0
IN,MUN,PORT TOBACCO,RV,PORT TOBACCO,NO,77.65913991,CHAR,YES,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,PORT TOBACCO,RV,PORT TOBACCO,NO,77.65913991,CHAR,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,,, , ,NO,40192.33124,MONT,YES,2818,-4.222222222,2.62962963,0,0,0,0,0,0,1.592592593,-0.08450991,0.052633365,0,0,0,0,0,0,0.031876545,-32.97964487,-0.008149435,-0.076360475
IN,MUN,MOUNTAIN LAKE PARK, , ,NO,975.1328905,GARR,YES,2819,-0.192063314,0.011376017,0,0,0.08112057,-0.010897586,-0.008345956,0,0.118810271,-1.78558073,0.10576094,0,0,0.75416446,-0.10131305,-0.07759097,0,1.10455935,-376.2677665,-0.092977646,-1.692603084
IN,MUN,MOUNTAIN LAKE PARK, , ,NO,975.1328905,GARR,YES,2820,-0.022464338,-0.042682242,0,0,-0.071885881,-0.01797147,0,0,0.155003931,-0.00247105,-0.004694995,0,0,-0.00790736,-0.00197684,0,0,0.017050245,0,0,0
IN,MUN,MOUNTAIN LAKE PARK, , ,NO,975.1328905,GARR,YES,2821,0.173512773,-0.062378559,0,0,-0.05377462,-0.027962802,0,0,-0.029396792,0.05979941,-0.021498135,0,0,-0.018532875,-0.009637095,0,0,-0.010131305,1.93E-12,0,0.05979941
IN,MUN,BERLIN, , ,NO,2001.329352,WORC,YES,2822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,194.6252706,SOME,YES,2823,0.883417313,-1.518941651,0.039546096,0,0.34211354,-0.006900661,0,0,0.260765363,1.644977985,-2.82836383,0.07363729,0,0.63703669,-0.01284946,0,0,0.485561325,0,0,1.644977985
IN,MUN,PRINCESS ANNE, , ,NO,194.6252706,SOME,YES,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,194.6252706,SOME,YES,2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2827,0.05420405,-0.049349956,0,0,0,0,0,0,-0.004854094,0.016556035,-0.015073405,0,0,0,0,0,0,-0.00148263,0,0,0.016556035
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2828,30.91120824,-30.9311489,0,0,0,0,0,0,0.019940657,19.15261434,-19.16496959,0,0,0,0,0,0,0.01235525,4357.810348,1.076836726,18.07577761
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2830,-3.307685505,-4.963739277,0,0,7.632440081,0,0,0,0.6389847,-0.36966908,-0.554750725,0,0,0.85300646,0,0,0,0.071413345,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2831,1.785122506,-1.316748779,0,0,0.143605152,0,0,0,-0.611978879,0.19966084,-0.14727458,0,0,0.016061825,0,0,0,-0.068448085,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2832,0,-0.040826742,0,0,0,0.071446798,0,0,-0.030620056,0,-0.00197684,0,0,0,0.00345947,0,0,-0.00148263,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2833,0,0,0,0,0,-100,0,0,100,0,0,0,0,0,-0.000247105,0,0,0.000247105,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2834,0,0,0,0,0,-66.66666667,0,0,66.66666667,0,0,0,0,0,-0.00049421,0,0,0.00049421,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2837,0.218864229,-0.637832895,0,-0.008973839,0.13119672,-0.032443881,0,-0.00064969,0.329839356,1.33189595,-3.88152534,0,-0.054610205,0.798396255,-0.197436895,0,-0.00395368,2.007233915,-32.97964487,-0.008149435,1.340045385
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,PRINCESS ANNE, , ,NO,836.3816669,SOME,YES,2843,-0.235708325,-0.05326871,0,0,0.053725952,0,0,-0.000685863,0.235936946,-0.254765255,-0.057575465,0,0,0.058069675,0,0,-0.000741315,0.25501236,-44.97224301,-0.011112866,-0.243652389
IN,MUN,BALTIMORE CITY, , ,NO,60.45313265,BACI,YES,2844,0.110770036,-0.111996272,0,0,0.124258638,-0.013897348,0,0,-0.109135054,0.066965455,-0.06770677,0,0,0.07511992,-0.00840157,0,0,-0.065977035,0,0,0
IN,MUN,BALTIMORE CITY, , ,NO,60.45313265,BACI,YES,2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,HEBRON, , ,NO,390.7746224,WICO,YES,2846,-0.12995724,0.054498197,0,0,0,-0.004192169,0,0,0.079651212,-0.007660255,0.003212365,0,0,0,-0.000247105,0,0,0.004694995,0,0,0
IN,MUN,WESTMINSTER, , ,NO,4189.652034,CARR,YES,2847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,WESTMINSTER, , ,NO,4189.652034,CARR,YES,2848,0.288739172,-9.567270538,0,0,0,0,0,0,9.278531365,0.150486945,-4.986331795,0,0,0,0,0,0,4.83584485,0,0,0
IN,MUN,BOONSBORO, , ,NO,1798.319703,WASH,YES,2849,0.034489491,-0.222634446,0,0,0.055700809,0,0,0,0.132444146,0.151475365,-0.977794485,0,0,0.24463395,0,0,0,0.58168517,9.90E-10,2.45E-13,0.151475365
IN,MUN,BOONSBORO, , ,NO,1798.319703,WASH,YES,2850,-0.314505422,-1.77953556,0.391025714,0.067657277,0.756515413,0.514230405,0,0,0.364612173,-0.88562432,-5.011042295,1.10109988,0.190517955,2.130292205,1.4480353,0,0,1.026721275,9.09E-13,0,-0.88562432
IN,MUN,BOONSBORO, , ,NO,1798.319703,WASH,YES,2851,0.098045566,-0.098045566,0,0,0,0,0,0,0,0.108479095,-0.108479095,0,0,0,0,0,0,0,0,0,0
IN,MUN,CENTREVILLE, , ,NO,1555.376767,QUEE,YES,2852,0.137432468,-1.726163914,-0.098945316,-0.000227286,1.189843938,-0.006060969,-0.002424388,0,0.506545467,0.44824847,-5.63004032,-0.32271913,-0.000741315,3.880784025,-0.0197684,-0.00790736,0,1.65214403,9.90E-10,2.45E-13,0.44824847
IN,MUN,CENTREVILLE, , ,NO,1555.376767,QUEE,YES,2853,0.289729865,-3.90221304,-0.244780418,-0.000250415,1.887250759,-0.029298526,-0.121951983,0,2.121513757,0.57180097,-7.70127443,-0.483090275,-0.00049421,3.724613665,-0.05782257,-0.24068027,0,4.18694712,0,0,0.57180097
